id,title,difficulty,source
P5230,Shovels Shop,Hard,https://codeforces.com/problemset/problem/1154/F
P5231,Two Teams,Mid,https://codeforces.com/problemset/problem/1154/E
P5232,Walking Robot,Mid,https://codeforces.com/problemset/problem/1154/D
P5233,Gourmet Cat,Mid,https://codeforces.com/problemset/problem/1154/C
P5234,Make Them Equal,Easy,https://codeforces.com/problemset/problem/1154/B
P5235,Restoring Three Numbers,Easy,https://codeforces.com/problemset/problem/1154/A
P5236,Serval and Bonus Problem,Very Hard,https://codeforces.com/problemset/problem/1153/F
P5237,Serval and Snake,Hard,https://codeforces.com/problemset/problem/1153/E
P5238,Serval and Rooted Tree,Mid,https://codeforces.com/problemset/problem/1153/D
P5239,Serval and Parenthesis Sequence,Mid,https://codeforces.com/problemset/problem/1153/C
P5240,Serval and Toy Bricks,Easy,https://codeforces.com/problemset/problem/1153/B
P5241,Serval and Bus,Easy,https://codeforces.com/problemset/problem/1153/A
P5242,Neko Rules the Catniverse (Large Version),Very Hard,https://codeforces.com/problemset/problem/1152/F2
P5243,Neko Rules the Catniverse (Small Version),Very Hard,https://codeforces.com/problemset/problem/1152/F1
P5244,Neko and Flashback,Hard,https://codeforces.com/problemset/problem/1152/E
P5245,Neko and Aki's Prank,Hard,https://codeforces.com/problemset/problem/1152/D
P5246,Neko does Maths,Mid,https://codeforces.com/problemset/problem/1152/C
P5247,Neko Performs Cat Furrier Transform,Mid,https://codeforces.com/problemset/problem/1152/B
P5248,Neko Finds Grapes,Easy,https://codeforces.com/problemset/problem/1152/A
P5249,Sonya and Informatics,Hard,https://codeforces.com/problemset/problem/1151/F
P5250,Number of Components,Hard,https://codeforces.com/problemset/problem/1151/E
P5251,Stas and the Queue at the Buffet,Mid,https://codeforces.com/problemset/problem/1151/D
P5252,Problem for Nazar,Mid,https://codeforces.com/problemset/problem/1151/C
P5253,Dima and a Bad XOR,Mid,https://codeforces.com/problemset/problem/1151/B
P5254,Maxim and Biology,Easy,https://codeforces.com/problemset/problem/1151/A
P5255,Tiling Challenge,Easy,https://codeforces.com/problemset/problem/1150/B
P5256,Stock Arbitraging,Easy,https://codeforces.com/problemset/problem/1150/A
P5257,Election Promises,Very Hard,https://codeforces.com/problemset/problem/1149/E
P5258,Abandoning Roads,Very Hard,https://codeforces.com/problemset/problem/1149/D
P5259,Tree Generator™,Very Hard,https://codeforces.com/problemset/problem/1149/C
P5260,Three Religions,Hard,https://codeforces.com/problemset/problem/1149/B
P5261,Prefix Sum Primes,Easy,https://codeforces.com/problemset/problem/1149/A
P5262,Holy Diver ,Very Hard,https://codeforces.com/problemset/problem/1148/H
P5263,Gold Experience,Very Hard,https://codeforces.com/problemset/problem/1148/G
P5264,Foo Fighters,Very Hard,https://codeforces.com/problemset/problem/1148/F
P5265,Earth Wind and Fire,Hard,https://codeforces.com/problemset/problem/1148/E
P5266,Dirty Deeds Done Dirt Cheap,Mid,https://codeforces.com/problemset/problem/1148/D
P5267,Crazy Diamond,Mid,https://codeforces.com/problemset/problem/1148/C
P5268,Born This Way,Mid,https://codeforces.com/problemset/problem/1148/B
P5269,Another One Bites The Dust,Easy,https://codeforces.com/problemset/problem/1148/A
P5270,Zigzag Game,Very Hard,https://codeforces.com/problemset/problem/1147/F
P5271,Rainbow Coins,Very Hard,https://codeforces.com/problemset/problem/1147/E
P5272,Palindrome XOR,Hard,https://codeforces.com/problemset/problem/1147/D
P5273,Thanos Nim,Hard,https://codeforces.com/problemset/problem/1147/C
P5274,Chladni Figure,Mid,https://codeforces.com/problemset/problem/1147/B
P5275,Hide and Seek,Mid,https://codeforces.com/problemset/problem/1147/A
P5276,Satanic Panic,Very Hard,https://codeforces.com/problemset/problem/1146/H
P5277,Zoning Restrictions,Very Hard,https://codeforces.com/problemset/problem/1146/G
P5278,Leaf Partition,Very Hard,https://codeforces.com/problemset/problem/1146/F
P5279,Hot is Cold,Hard,https://codeforces.com/problemset/problem/1146/E
P5280,Frog Jumping,Hard,https://codeforces.com/problemset/problem/1146/D
P5281,Tree Diameter,Mid,https://codeforces.com/problemset/problem/1146/C
P5282,"Hate ""A""",Easy,https://codeforces.com/problemset/problem/1146/B
P5283,"Love ""A""",Easy,https://codeforces.com/problemset/problem/1146/A
P5284,Two Merged Sequences,Hard,https://codeforces.com/problemset/problem/1144/G
P5285,Graph Without Long Directed Paths,Mid,https://codeforces.com/problemset/problem/1144/F
P5286,Median String,Mid,https://codeforces.com/problemset/problem/1144/E
P5287,Equalize Them All,Mid,https://codeforces.com/problemset/problem/1144/D
P5288,Two Shuffled Sequences,Easy,https://codeforces.com/problemset/problem/1144/C
P5289,Parity Alternated Deletions,Easy,https://codeforces.com/problemset/problem/1144/B
P5290,Diverse Strings,Easy,https://codeforces.com/problemset/problem/1144/A
P5291,Queen,Mid,https://codeforces.com/problemset/problem/1143/C
P5292,Nirvana,Easy,https://codeforces.com/problemset/problem/1143/B
P5293,The Doors,Easy,https://codeforces.com/problemset/problem/1143/A
P5294,Pink Floyd,Very Hard,https://codeforces.com/problemset/problem/1142/E
P5295,Foreigner,Very Hard,https://codeforces.com/problemset/problem/1142/D
P5296,U2,Hard,https://codeforces.com/problemset/problem/1142/C
P5297,Lynyrd Skynyrd,Hard,https://codeforces.com/problemset/problem/1142/B
P5298,The Beatles,Mid,https://codeforces.com/problemset/problem/1142/A
P5299,Privatization of Roads in Treeland,Mid,https://codeforces.com/problemset/problem/1141/G
P5300,Same Sum Blocks (Hard),Mid,https://codeforces.com/problemset/problem/1141/F2
P5301,Same Sum Blocks (Easy),Mid,https://codeforces.com/problemset/problem/1141/F1
P5302,Superhero Battle,Mid,https://codeforces.com/problemset/problem/1141/E
P5303,Colored Boots,Mid,https://codeforces.com/problemset/problem/1141/D
P5304,Polycarp Restores Permutation,Mid,https://codeforces.com/problemset/problem/1141/C
P5305,Maximal Continuous Rest,Easy,https://codeforces.com/problemset/problem/1141/B
P5306,Game 23,Easy,https://codeforces.com/problemset/problem/1141/A
P5307,Double Tree,Very Hard,https://codeforces.com/problemset/problem/1140/G
P5308,Extending Set of Points,Very Hard,https://codeforces.com/problemset/problem/1140/F
P5309,Palindrome-less Arrays,Hard,https://codeforces.com/problemset/problem/1140/E
P5310,Minimum Triangulation,Easy,https://codeforces.com/problemset/problem/1140/D
P5311,Playlist,Mid,https://codeforces.com/problemset/problem/1140/C
P5312,Good String,Easy,https://codeforces.com/problemset/problem/1140/B
P5313,Detective Book,Easy,https://codeforces.com/problemset/problem/1140/A
P5314,Dish Shopping,Very Hard,https://codeforces.com/problemset/problem/1139/F
P5315,Maximize Mex,Hard,https://codeforces.com/problemset/problem/1139/E
P5316,Steps to One,Hard,https://codeforces.com/problemset/problem/1139/D
P5317,Edgy Trees,Mid,https://codeforces.com/problemset/problem/1139/C
P5318,Chocolates,Easy,https://codeforces.com/problemset/problem/1139/B
P5319,Even Substrings,Easy,https://codeforces.com/problemset/problem/1139/A
P5320,Circus,Mid,https://codeforces.com/problemset/problem/1138/B
P5321,Sushi for Two,Easy,https://codeforces.com/problemset/problem/1138/A
P5322,Matches Are Not a Child's Play ,Very Hard,https://codeforces.com/problemset/problem/1137/F
P5323,Train Car Selection,Very Hard,https://codeforces.com/problemset/problem/1137/E
P5324,Cooperative Game,Hard,https://codeforces.com/problemset/problem/1137/D
P5325,Museums Tour,Very Hard,https://codeforces.com/problemset/problem/1137/C
P5326,Camp Schedule,Mid,https://codeforces.com/problemset/problem/1137/B
P5327,Skyscrapers,Mid,https://codeforces.com/problemset/problem/1137/A
P5328,Nastya Hasn't Written a Legend,Hard,https://codeforces.com/problemset/problem/1136/E
P5329,Nastya Is Buying Lunch,Mid,https://codeforces.com/problemset/problem/1136/D
P5330,Nastya Is Transposing Matrices,Mid,https://codeforces.com/problemset/problem/1136/C
P5331,Nastya Is Playing Computer Games,Easy,https://codeforces.com/problemset/problem/1136/B
P5332,Nastya Is Reading a Book,Easy,https://codeforces.com/problemset/problem/1136/A
P5333,Spanning Tree with One Fixed Degree,Mid,https://codeforces.com/problemset/problem/1133/F2
P5334,Spanning Tree with Maximum Degree,Mid,https://codeforces.com/problemset/problem/1133/F1
P5335,K Balanced Teams,Mid,https://codeforces.com/problemset/problem/1133/E
P5336,Zero Quantity Maximization,Mid,https://codeforces.com/problemset/problem/1133/D
P5337,Balanced Team,Easy,https://codeforces.com/problemset/problem/1133/C
P5338,Preparation for International Women's Day,Easy,https://codeforces.com/problemset/problem/1133/B
P5339,Middle of the Contest,Easy,https://codeforces.com/problemset/problem/1133/A
P5340,Greedy Subsequences,Hard,https://codeforces.com/problemset/problem/1132/G
P5341,Clear the String,Hard,https://codeforces.com/problemset/problem/1132/F
P5342,Knapsack,Hard,https://codeforces.com/problemset/problem/1132/E
P5343,Stressful Training,Hard,https://codeforces.com/problemset/problem/1132/D
P5344,Painting the Fence,Mid,https://codeforces.com/problemset/problem/1132/C
P5345,Discounts,Easy,https://codeforces.com/problemset/problem/1132/B
P5346,Regular Bracket Sequence,Easy,https://codeforces.com/problemset/problem/1132/A
P5347,Most Dangerous Shark,Very Hard,https://codeforces.com/problemset/problem/1131/G
P5348,Asya And Kittens,Mid,https://codeforces.com/problemset/problem/1131/F
P5349,String Multiplication,Hard,https://codeforces.com/problemset/problem/1131/E
P5350,Gourmet choice,Hard,https://codeforces.com/problemset/problem/1131/D
P5351,Birthday,Easy,https://codeforces.com/problemset/problem/1131/C
P5352,Draw!,Mid,https://codeforces.com/problemset/problem/1131/B
P5353,Sea Battle,Easy,https://codeforces.com/problemset/problem/1131/A
P5354,Connect,Mid,https://codeforces.com/problemset/problem/1130/C
P5355,Two Cakes,Easy,https://codeforces.com/problemset/problem/1130/B
P5356,Be Positive,Easy,https://codeforces.com/problemset/problem/1130/A
P5357,Legendary Tree,Very Hard,https://codeforces.com/problemset/problem/1129/E
P5358,Isolation,Very Hard,https://codeforces.com/problemset/problem/1129/D
P5359,Morse Code,Hard,https://codeforces.com/problemset/problem/1129/C
P5360,Wrong Answer,Hard,https://codeforces.com/problemset/problem/1129/B
P5361,Toy Train,Mid,https://codeforces.com/problemset/problem/1129/A2
P5362,Toy Train (Simplified),Mid,https://codeforces.com/problemset/problem/1129/A1
P5363,System Testing,Mid,https://codeforces.com/problemset/problem/1121/C
P5364,Mike and Children,Easy,https://codeforces.com/problemset/problem/1121/B
P5365,Technogoblet of Fire,Easy,https://codeforces.com/problemset/problem/1121/A
P5366,Secret Letters,Very Hard,https://codeforces.com/problemset/problem/1120/F
P5367,The very same Munchhausen,Very Hard,https://codeforces.com/problemset/problem/1120/E
P5368,Power Tree,Very Hard,https://codeforces.com/problemset/problem/1120/D
P5369,Compress String,Hard,https://codeforces.com/problemset/problem/1120/C
P5370,Once in a casino,Very Hard,https://codeforces.com/problemset/problem/1120/B
P5371,Diana and Liana,Mid,https://codeforces.com/problemset/problem/1120/A
P5372,Triple,Very Hard,https://codeforces.com/problemset/problem/1119/H
P5373,Get Ready for the Battle,Very Hard,https://codeforces.com/problemset/problem/1119/G
P5374,Niyaz and Small Degrees,Very Hard,https://codeforces.com/problemset/problem/1119/F
P5375,Pavel and Triangles,Mid,https://codeforces.com/problemset/problem/1119/E
P5376,Frets On Fire,Mid,https://codeforces.com/problemset/problem/1119/D
P5377,Ramesses and Corner Inversion,Mid,https://codeforces.com/problemset/problem/1119/C
P5378,Alyona and a Narrow Fridge,Mid,https://codeforces.com/problemset/problem/1119/B
P5379,Ilya and a Colorful Walk,Easy,https://codeforces.com/problemset/problem/1119/A
P5380,Tree Cutting (Hard Version),Very Hard,https://codeforces.com/problemset/problem/1118/F2
P5381,Tree Cutting (Easy Version),Mid,https://codeforces.com/problemset/problem/1118/F1
P5382,Yet Another Ball Problem,Mid,https://codeforces.com/problemset/problem/1118/E
P5383,Coffee and Coursework (Hard Version),Mid,https://codeforces.com/problemset/problem/1118/D2
P5384,Coffee and Coursework (Easy version),Mid,https://codeforces.com/problemset/problem/1118/D1
P5385,Palindromic Matrix,Mid,https://codeforces.com/problemset/problem/1118/C
P5386,Tanya and Candies,Easy,https://codeforces.com/problemset/problem/1118/B
P5387,Water Buying,Easy,https://codeforces.com/problemset/problem/1118/A
P5388,Recursive Queries,Very Hard,https://codeforces.com/problemset/problem/1117/G
P5389,Crisp String,Very Hard,https://codeforces.com/problemset/problem/1117/F
P5390,Decypher the String,Hard,https://codeforces.com/problemset/problem/1117/E
P5391,Magic Gems,Hard,https://codeforces.com/problemset/problem/1117/D
P5392,Magic Ship,Mid,https://codeforces.com/problemset/problem/1117/C
P5393,Emotes,Easy,https://codeforces.com/problemset/problem/1117/B
P5394,Best Subsegment,Easy,https://codeforces.com/problemset/problem/1117/A
P5395,Block unitary,Mid,https://codeforces.com/problemset/problem/1115/U3
P5396,Chessboard unitary,Mid,https://codeforces.com/problemset/problem/1115/U2
P5397,Anti-diagonal unitary,Mid,https://codeforces.com/problemset/problem/1115/U1
P5398,Palindrome checker oracle,Mid,https://codeforces.com/problemset/problem/1115/G3
P5399,OR oracle,Mid,https://codeforces.com/problemset/problem/1115/G2
P5400,AND oracle,Easy,https://codeforces.com/problemset/problem/1115/G1
P5401,"Please, another Queries on Array?",Hard,https://codeforces.com/problemset/problem/1114/F
P5402,Arithmetic Progression,Hard,https://codeforces.com/problemset/problem/1114/E
P5403,Flood Fill,Mid,https://codeforces.com/problemset/problem/1114/D
P5404,Trailing Loves (or L'oeufs?),Mid,https://codeforces.com/problemset/problem/1114/C
P5405,Yet Another Array Partitioning Task,Mid,https://codeforces.com/problemset/problem/1114/B
P5406,Got Any Grapes?,Easy,https://codeforces.com/problemset/problem/1114/A
P5407,Sasha and Magnetic Machines,Mid,https://codeforces.com/problemset/problem/1113/B
P5408,Sasha and His Trip,Easy,https://codeforces.com/problemset/problem/1113/A
P5409,Tree,Very Hard,https://codeforces.com/problemset/problem/1111/E
P5410,Destroy the Colony,Very Hard,https://codeforces.com/problemset/problem/1111/D
P5411,Creative Snap,Mid,https://codeforces.com/problemset/problem/1111/C
P5412,Average Superhero Gang Power ,Mid,https://codeforces.com/problemset/problem/1111/B
P5413,Superhero Transformation,Easy,https://codeforces.com/problemset/problem/1111/A
P5414,Modest Substrings,Very Hard,https://codeforces.com/problemset/problem/1110/H
P5415,Tree-Tac-Toe ,Very Hard,https://codeforces.com/problemset/problem/1110/G
P5416,Nearest Leaf,Very Hard,https://codeforces.com/problemset/problem/1110/F
P5417,Magic Stones,Hard,https://codeforces.com/problemset/problem/1110/E
P5418,Jongmah,Hard,https://codeforces.com/problemset/problem/1110/D
P5419,Meaningless Operations,Mid,https://codeforces.com/problemset/problem/1110/C
P5420,Tape,Mid,https://codeforces.com/problemset/problem/1110/B
P5421,Parity,Easy,https://codeforces.com/problemset/problem/1110/A
P5422,Sasha and Algorithm of Silence's Sounds,Very Hard,https://codeforces.com/problemset/problem/1109/F
P5423,Sasha and a Very Easy Test,Very Hard,https://codeforces.com/problemset/problem/1109/E
P5424,Sasha and Interesting Fact from Graph Theory,Hard,https://codeforces.com/problemset/problem/1109/D
P5425,Sasha and a Patient Friend,Very Hard,https://codeforces.com/problemset/problem/1109/C
P5426,Sasha and One More Name,Mid,https://codeforces.com/problemset/problem/1109/B
P5427,Sasha and a Bit of Relax,Mid,https://codeforces.com/problemset/problem/1109/A
P5428,MST Unification,Hard,https://codeforces.com/problemset/problem/1108/F
P5429,Array and Segments (Hard version),Hard,https://codeforces.com/problemset/problem/1108/E2
P5430,Array and Segments (Easy version),Mid,https://codeforces.com/problemset/problem/1108/E1
P5431,Diverse Garland,Mid,https://codeforces.com/problemset/problem/1108/D
P5432,Nice Garland,Mid,https://codeforces.com/problemset/problem/1108/C
P5433,Divisors of Two Integers,Easy,https://codeforces.com/problemset/problem/1108/B
P5434,Two distinct points,Easy,https://codeforces.com/problemset/problem/1108/A
P5435,Vasya and Maximum Profit,Hard,https://codeforces.com/problemset/problem/1107/G
P5436,Vasya and Endless Credits,Very Hard,https://codeforces.com/problemset/problem/1107/F
P5437,Vasya and Binary String,Hard,https://codeforces.com/problemset/problem/1107/E
P5438,Compression,Mid,https://codeforces.com/problemset/problem/1107/D
P5439,Brutality,Mid,https://codeforces.com/problemset/problem/1107/C
P5440,Digital root,Easy,https://codeforces.com/problemset/problem/1107/B
P5441,Digits Sequence Dividing,Easy,https://codeforces.com/problemset/problem/1107/A
P5442,Lunar New Year and a Recursive Sequence,Hard,https://codeforces.com/problemset/problem/1106/F
P5443,Lunar New Year and Red Envelopes,Hard,https://codeforces.com/problemset/problem/1106/E
P5444,Lunar New Year and a Wander,Mid,https://codeforces.com/problemset/problem/1106/D
P5445,Lunar New Year and Number Division,Easy,https://codeforces.com/problemset/problem/1106/C
P5446,Lunar New Year and Food Ordering,Mid,https://codeforces.com/problemset/problem/1106/B
P5447,Lunar New Year and Cross Counting,Easy,https://codeforces.com/problemset/problem/1106/A
P5448,Helping Hiasat ,Hard,https://codeforces.com/problemset/problem/1105/E
P5449,Kilani and the Game,Mid,https://codeforces.com/problemset/problem/1105/D
P5450,Ayoub and Lost Array,Mid,https://codeforces.com/problemset/problem/1105/C
P5451,Zuhair and Strings,Easy,https://codeforces.com/problemset/problem/1105/B
P5452,Salem and Sticks ,Easy,https://codeforces.com/problemset/problem/1105/A
P5453,Game with string,Easy,https://codeforces.com/problemset/problem/1104/B
P5454,Splitting into digits,Easy,https://codeforces.com/problemset/problem/1104/A
P5455,Radix sum,Very Hard,https://codeforces.com/problemset/problem/1103/E
P5456,Professional layer,Very Hard,https://codeforces.com/problemset/problem/1103/D
P5457,Johnny Solving,Very Hard,https://codeforces.com/problemset/problem/1103/C
P5458,Game with modulo,Hard,https://codeforces.com/problemset/problem/1103/B
P5459,Grid game,Mid,https://codeforces.com/problemset/problem/1103/A
P5460,Elongated Matrix,Hard,https://codeforces.com/problemset/problem/1102/F
P5461,Monotonic Renumeration,Mid,https://codeforces.com/problemset/problem/1102/E
P5462,Balanced Ternary String,Mid,https://codeforces.com/problemset/problem/1102/D
P5463,Doors Breaking and Repairing,Easy,https://codeforces.com/problemset/problem/1102/C
P5464,Array K-Coloring,Mid,https://codeforces.com/problemset/problem/1102/B
P5465,Integer Sequence Dividing,Easy,https://codeforces.com/problemset/problem/1102/A
P5466,(Zero XOR Subset)-less,Hard,https://codeforces.com/problemset/problem/1101/G
P5467,Trucks and Cities,Hard,https://codeforces.com/problemset/problem/1101/F
P5468,Polycarp's New Job,Mid,https://codeforces.com/problemset/problem/1101/E
P5469,GCD Counting,Hard,https://codeforces.com/problemset/problem/1101/D
P5470,Division and Union,Mid,https://codeforces.com/problemset/problem/1101/C
P5471,Accordion,Mid,https://codeforces.com/problemset/problem/1101/B
P5472,Minimum Integer,Easy,https://codeforces.com/problemset/problem/1101/A
P5473,Ivan and Burgers,Very Hard,https://codeforces.com/problemset/problem/1100/F
P5474,Andrew and Taxi,Hard,https://codeforces.com/problemset/problem/1100/E
P5475,Dasha and Chess,Very Hard,https://codeforces.com/problemset/problem/1100/D
P5476,NN and the Optical Illusion,Easy,https://codeforces.com/problemset/problem/1100/C
P5477,Build a Contest,Mid,https://codeforces.com/problemset/problem/1100/B
P5478,Roman and Browser,Easy,https://codeforces.com/problemset/problem/1100/A
P5479,Cookies,Hard,https://codeforces.com/problemset/problem/1099/F
P5480,Postcard,Easy,https://codeforces.com/problemset/problem/1099/C
P5481,Squares and Segments,Easy,https://codeforces.com/problemset/problem/1099/B
P5482,Snowball,Easy,https://codeforces.com/problemset/problem/1099/A
P5483,Ж-function,Very Hard,https://codeforces.com/problemset/problem/1098/F
P5484,Fedya the Potter,Very Hard,https://codeforces.com/problemset/problem/1098/E
P5485,Eels,Very Hard,https://codeforces.com/problemset/problem/1098/D
P5486,Construct a tree,Hard,https://codeforces.com/problemset/problem/1098/C
P5487,Nice table,Hard,https://codeforces.com/problemset/problem/1098/B
P5488,Sum in the tree,Mid,https://codeforces.com/problemset/problem/1098/A
P5489,Mateusz and an Infinite Sequence,Very Hard,https://codeforces.com/problemset/problem/1097/H
P5490,Vladislav and a Great Legend,Very Hard,https://codeforces.com/problemset/problem/1097/G
P5491,Alex and a TV Show,Very Hard,https://codeforces.com/problemset/problem/1097/F
P5492,Egor and an RPG game,Very Hard,https://codeforces.com/problemset/problem/1097/E
P5493,Makoto and a Blackboard,Hard,https://codeforces.com/problemset/problem/1097/D
P5494,Yuhao and a Parenthesis,Mid,https://codeforces.com/problemset/problem/1097/C
P5495,Petr and a Combination Lock,Easy,https://codeforces.com/problemset/problem/1097/B
P5496,Gennady and a Card Game,Easy,https://codeforces.com/problemset/problem/1097/A
P5497,Lucky Tickets,Hard,https://codeforces.com/problemset/problem/1096/G
P5498,Inversion Expectation,Hard,https://codeforces.com/problemset/problem/1096/F
P5499,The Top Scorer,Very Hard,https://codeforces.com/problemset/problem/1096/E
P5500,Easy Problem,Mid,https://codeforces.com/problemset/problem/1096/D
P5501,Polygon for the Angle,Mid,https://codeforces.com/problemset/problem/1096/C
P5502,Substring Removal,Mid,https://codeforces.com/problemset/problem/1096/B
P5503,Find Divisible,Easy,https://codeforces.com/problemset/problem/1096/A
P5504,Make It Connected,Mid,https://codeforces.com/problemset/problem/1095/F
P5505,Almost Regular Bracket Sequence,Mid,https://codeforces.com/problemset/problem/1095/E
P5506,Circular Dance,Mid,https://codeforces.com/problemset/problem/1095/D
P5507,Powers Of Two,Mid,https://codeforces.com/problemset/problem/1095/C
P5508,Array Stabilization,Easy,https://codeforces.com/problemset/problem/1095/B
P5509,Repeating Cipher,Easy,https://codeforces.com/problemset/problem/1095/A
P5510,Multidimensional Queries,Hard,https://codeforces.com/problemset/problem/1093/G
P5511,Vasya and Array,Hard,https://codeforces.com/problemset/problem/1093/F
P5512,Intersection of Permutations,Hard,https://codeforces.com/problemset/problem/1093/E
P5513,Beautiful Graph,Mid,https://codeforces.com/problemset/problem/1093/D
P5514,Mishka and the Last Exam,Mid,https://codeforces.com/problemset/problem/1093/C
P5515,Letters Rearranging,Easy,https://codeforces.com/problemset/problem/1093/B
P5516,Dice Rolling,Easy,https://codeforces.com/problemset/problem/1093/A
P5517,Tree with Maximum Cost,Mid,https://codeforces.com/problemset/problem/1092/F
P5518,Minimal Diameter Forest,Hard,https://codeforces.com/problemset/problem/1092/E
P5519,Great Vova Wall (Version 2),Hard,https://codeforces.com/problemset/problem/1092/D2
P5520,Great Vova Wall (Version 1),Hard,https://codeforces.com/problemset/problem/1092/D1
P5521,Prefixes and Suffixes,Mid,https://codeforces.com/problemset/problem/1092/C
P5522,Teams Forming,Easy,https://codeforces.com/problemset/problem/1092/B
P5523,Uniform String,Easy,https://codeforces.com/problemset/problem/1092/A
P5524,New Year and the Tricolore Recreation,Very Hard,https://codeforces.com/problemset/problem/1091/H
P5525,New Year and the Factorisation Collaboration,Very Hard,https://codeforces.com/problemset/problem/1091/G
P5526,New Year and the Mallard Expedition,Very Hard,https://codeforces.com/problemset/problem/1091/F
P5527,New Year and the Acquaintance Estimation,Hard,https://codeforces.com/problemset/problem/1091/E
P5528,New Year and the Permutation Concatenation,Mid,https://codeforces.com/problemset/problem/1091/D
P5529,New Year and the Sphere Transmission,Mid,https://codeforces.com/problemset/problem/1091/C
P5530,New Year and the Treasure Geolocation,Easy,https://codeforces.com/problemset/problem/1091/B
P5531,New Year and the Christmas Ornament,Easy,https://codeforces.com/problemset/problem/1091/A
P5532,The Pleasant Walk,Easy,https://codeforces.com/problemset/problem/1090/M
P5533,Berland University,Hard,https://codeforces.com/problemset/problem/1090/L
P5534,Right Expansion Of The Mind,Hard,https://codeforces.com/problemset/problem/1090/K
P5535,Two Prefixes,Very Hard,https://codeforces.com/problemset/problem/1090/J
P5536,Minimal Product,Hard,https://codeforces.com/problemset/problem/1090/I
P5537,Linearization,Very Hard,https://codeforces.com/problemset/problem/1090/H
P5538,Combostone,Very Hard,https://codeforces.com/problemset/problem/1090/G
P5539,How to Learn You Score,Very Hard,https://codeforces.com/problemset/problem/1090/F
P5540,Horseback Riding,Hard,https://codeforces.com/problemset/problem/1090/E
P5541,Similar Arrays,Mid,https://codeforces.com/problemset/problem/1090/D
P5542,New Year Presents,Hard,https://codeforces.com/problemset/problem/1090/C
P5543,LaTeX Expert,Mid,https://codeforces.com/problemset/problem/1090/B
P5544,Company Merging,Mid,https://codeforces.com/problemset/problem/1090/A
P5545,Minegraphed,Hard,https://codeforces.com/problemset/problem/1089/M
P5546,Lazyland,Easy,https://codeforces.com/problemset/problem/1089/L
P5547,King Kog's Reception,Hard,https://codeforces.com/problemset/problem/1089/K
P5548,JS Minification,Very Hard,https://codeforces.com/problemset/problem/1089/J
P5549,Interval-Free Permutations,Very Hard,https://codeforces.com/problemset/problem/1089/I
P5550,Harder Satisfiability,Very Hard,https://codeforces.com/problemset/problem/1089/H
P5551,Guest Student,Mid,https://codeforces.com/problemset/problem/1089/G
P5552,Fractions,Mid,https://codeforces.com/problemset/problem/1089/F
P5553,Easy Chess,Mid,https://codeforces.com/problemset/problem/1089/E
P5554,Distance Sum,Very Hard,https://codeforces.com/problemset/problem/1089/D
P5555,Cactus Search,Very Hard,https://codeforces.com/problemset/problem/1089/C
P5556,Bimatching,Very Hard,https://codeforces.com/problemset/problem/1089/B
P5557,Alice the Fan,Hard,https://codeforces.com/problemset/problem/1089/A
P5558,Ehab and a weird weight formula,Very Hard,https://codeforces.com/problemset/problem/1088/F
P5559,Ehab and a component choosing problem,Hard,https://codeforces.com/problemset/problem/1088/E
P5560,Ehab and another another xor problem,Hard,https://codeforces.com/problemset/problem/1088/D
P5561,Ehab and a 2-operation task,Mid,https://codeforces.com/problemset/problem/1088/C
P5562,Ehab and subtraction,Easy,https://codeforces.com/problemset/problem/1088/B
P5563,Ehab and another construction problem,Easy,https://codeforces.com/problemset/problem/1088/A
P5564,Forest Fires,Very Hard,https://codeforces.com/problemset/problem/1086/F
P5565,Beautiful Matrix,Very Hard,https://codeforces.com/problemset/problem/1085/G
P5566,Rock-Paper-Scissors Champion,Very Hard,https://codeforces.com/problemset/problem/1085/F
P5567,Vasya and Templates,Hard,https://codeforces.com/problemset/problem/1085/E
P5568,Minimum Diameter Tree,Mid,https://codeforces.com/problemset/problem/1085/D
P5569,Connect Three,Mid,https://codeforces.com/problemset/problem/1085/C
P5570,Div Times Mod,Easy,https://codeforces.com/problemset/problem/1085/B
P5571,Right-Left Cipher,Easy,https://codeforces.com/problemset/problem/1085/A
P5572,The Fair Nut and String,Mid,https://codeforces.com/problemset/problem/1084/C
P5573,Kvass and the Fair Nut,Easy,https://codeforces.com/problemset/problem/1084/B
P5574,The Fair Nut and Elevator,Easy,https://codeforces.com/problemset/problem/1084/A
P5575,The Fair Nut and Amusing Xor,Very Hard,https://codeforces.com/problemset/problem/1083/F
P5576,The Fair Nut and Rectangles,Hard,https://codeforces.com/problemset/problem/1083/E
P5577,The Fair Nut's getting crazy,Very Hard,https://codeforces.com/problemset/problem/1083/D
P5578,Max Mex,Very Hard,https://codeforces.com/problemset/problem/1083/C
P5579,The Fair Nut and Strings,Hard,https://codeforces.com/problemset/problem/1083/B
P5580,The Fair Nut and the Best Path,Mid,https://codeforces.com/problemset/problem/1083/A
P5581,Petya and Graph,Hard,https://codeforces.com/problemset/problem/1082/G
P5582,Speed Dial,Very Hard,https://codeforces.com/problemset/problem/1082/F
P5583,Increasing Frequency,Hard,https://codeforces.com/problemset/problem/1082/E
P5584,Maximum Diameter Graph,Mid,https://codeforces.com/problemset/problem/1082/D
P5585,Multi-Subject Competition,Mid,https://codeforces.com/problemset/problem/1082/C
P5586,Vova and Trophies,Mid,https://codeforces.com/problemset/problem/1082/B
P5587,Vasya and Book,Easy,https://codeforces.com/problemset/problem/1082/A
