subject_id,relation,object_id
P3475,考察,KP9
P3475,考察,KP5
P3476,考察,KP2
P3476,考察,KP9
P3476,考察,KP8
P3477,考察,KP12
P3477,考察,KP3
P3477,考察,KP9
P3478,考察,KP12
P3478,考察,KP5
P3478,考察,KP11
P3479,考察,KP5
P3480,考察,KP2
P3480,考察,KP5
P3481,考察,KP23
P3481,考察,KP2
P3481,考察,KP3
P3481,考察,KP4
P3481,考察,KP26
P3481,考察,KP10
P3482,考察,KP2
P3482,考察,KP3
P3482,考察,KP4
P3482,考察,KP30
P3482,考察,KP34
P3482,考察,KP11
P3483,考察,KP16
P3483,考察,KP4
P3483,考察,KP9
P3483,考察,KP8
P3484,考察,KP2
P3484,考察,KP12
P3484,考察,KP13
P3484,考察,KP9
P3484,考察,KP11
P3485,考察,KP2
P3485,考察,KP3
P3485,考察,KP5
P3485,考察,KP17
P3486,考察,KP12
P3486,考察,KP8
P3486,考察,KP22
P3487,考察,KP9
P3488,考察,KP2
P3488,考察,KP13
P3488,考察,KP5
P3489,考察,KP12
P3489,考察,KP8
P3490,考察,KP9
P3490,考察,KP28
P3490,考察,KP8
P3490,考察,KP27
P3491,考察,KP4
P3495,考察,KP4
P3495,考察,KP8
P3495,考察,KP22
P3496,考察,KP21
P3496,考察,KP35
P3496,考察,KP13
P3497,考察,KP29
P3497,考察,KP35
P3497,考察,KP13
P3499,考察,KP4
P3499,考察,KP9
P3500,考察,KP9
P3501,考察,KP12
P3502,考察,KP2
P3502,考察,KP3
P3503,考察,KP2
P3503,考察,KP12
P3503,考察,KP3
P3503,考察,KP21
P3503,考察,KP6
P3503,考察,KP17
P3504,考察,KP12
P3504,考察,KP19
P3504,考察,KP6
P3505,考察,KP23
P3505,考察,KP2
P3505,考察,KP3
P3505,考察,KP21
P3505,考察,KP24
P3505,考察,KP13
P3505,考察,KP9
P3505,考察,KP17
P3506,考察,KP1
P3506,考察,KP16
P3506,考察,KP12
P3506,考察,KP5
P3507,考察,KP12
P3507,考察,KP9
P3507,考察,KP5
P3507,考察,KP11
P3507,考察,KP10
P3508,考察,KP2
P3508,考察,KP3
P3508,考察,KP4
P3508,考察,KP9
P3508,考察,KP11
P3509,考察,KP12
P3509,考察,KP13
P3509,考察,KP8
P3509,考察,KP25
P3509,考察,KP6
P3510,考察,KP12
P3510,考察,KP5
P3511,考察,KP12
P3511,考察,KP3
P3511,考察,KP9
P3512,考察,KP2
P3512,考察,KP5
P3512,考察,KP11
P3513,考察,KP9
P3513,考察,KP5
P3514,考察,KP8
P3515,考察,KP32
P3516,考察,KP32
P3517,考察,KP32
P3517,考察,KP5
P3518,考察,KP32
P3518,考察,KP8
P3519,考察,KP32
P3519,考察,KP9
P3519,考察,KP5
P3519,考察,KP25
P3520,考察,KP32
P3520,考察,KP22
P3521,考察,KP32
P3521,考察,KP5
P3522,考察,KP32
P3522,考察,KP5
P3522,考察,KP22
P3523,考察,KP32
P3523,考察,KP5
P3523,考察,KP28
P3524,考察,KP12
P3524,考察,KP9
P3524,考察,KP5
P3524,考察,KP8
P3525,考察,KP12
P3525,考察,KP11
P3526,考察,KP12
P3526,考察,KP3
P3526,考察,KP7
P3526,考察,KP19
P3526,考察,KP13
P3526,考察,KP5
P3527,考察,KP16
P3527,考察,KP4
P3527,考察,KP8
P3528,考察,KP14
P3528,考察,KP12
P3528,考察,KP3
P3528,考察,KP9
P3528,考察,KP6
P3528,考察,KP10
P3529,考察,KP1
P3529,考察,KP3
P3529,考察,KP4
P3529,考察,KP9
P3529,考察,KP25
P3529,考察,KP6
P3529,考察,KP10
P3530,考察,KP12
P3530,考察,KP26
P3530,考察,KP28
P3531,考察,KP12
P3531,考察,KP9
P3532,考察,KP4
P3532,考察,KP5
P3532,考察,KP6
P3533,考察,KP5
P3534,考察,KP4
P3535,考察,KP1
P3535,考察,KP3
P3536,考察,KP3
P3536,考察,KP6
P3536,考察,KP10
P3537,考察,KP23
P3537,考察,KP2
P3537,考察,KP12
P3537,考察,KP9
P3537,考察,KP10
P3538,考察,KP1
P3538,考察,KP2
P3538,考察,KP18
P3538,考察,KP8
P3538,考察,KP22
P3539,考察,KP2
P3539,考察,KP20
P3539,考察,KP5
P3539,考察,KP8
P3540,考察,KP3
P3540,考察,KP13
P3540,考察,KP28
P3541,考察,KP16
P3541,考察,KP21
P3541,考察,KP4
P3541,考察,KP17
P3542,考察,KP16
P3542,考察,KP4
P3542,考察,KP8
P3542,考察,KP11
P3543,考察,KP4
P3543,考察,KP8
P3543,考察,KP22
P3544,考察,KP2
P3544,考察,KP3
P3544,考察,KP9
P3544,考察,KP8
P3545,考察,KP2
P3545,考察,KP4
P3545,考察,KP9
P3545,考察,KP5
P3546,考察,KP16
P3546,考察,KP12
P3546,考察,KP8
P3547,考察,KP23
P3547,考察,KP3
P3547,考察,KP21
P3547,考察,KP4
P3547,考察,KP26
P3547,考察,KP8
P3547,考察,KP17
P3548,考察,KP2
P3548,考察,KP13
P3548,考察,KP9
P3548,考察,KP28
P3548,考察,KP6
P3549,考察,KP21
P3549,考察,KP4
P3549,考察,KP13
P3549,考察,KP5
P3550,考察,KP2
P3550,考察,KP3
P3550,考察,KP4
P3551,考察,KP1
P3551,考察,KP23
P3551,考察,KP3
P3551,考察,KP9
P3552,考察,KP2
P3552,考察,KP8
P3553,考察,KP3
P3553,考察,KP4
P3553,考察,KP9
P3553,考察,KP8
P3553,考察,KP22
P3553,考察,KP10
P3554,考察,KP3
P3554,考察,KP4
P3554,考察,KP9
P3554,考察,KP8
P3554,考察,KP22
P3554,考察,KP10
P3555,考察,KP23
P3555,考察,KP4
P3555,考察,KP13
P3555,考察,KP22
P3556,考察,KP12
P3556,考察,KP8
P3557,考察,KP12
P3557,考察,KP8
P3558,考察,KP12
P3558,考察,KP9
P3558,考察,KP8
P3559,考察,KP2
P3559,考察,KP3
P3559,考察,KP9
P3559,考察,KP6
P3560,考察,KP8
P3561,考察,KP2
P3561,考察,KP12
P3561,考察,KP9
P3561,考察,KP11
P3562,考察,KP12
P3562,考察,KP3
P3562,考察,KP4
P3562,考察,KP13
P3562,考察,KP17
P3563,考察,KP2
P3563,考察,KP3
P3563,考察,KP9
P3563,考察,KP5
P3564,考察,KP16
P3564,考察,KP21
P3564,考察,KP13
P3564,考察,KP8
P3564,考察,KP25
P3564,考察,KP17
P3565,考察,KP12
P3565,考察,KP13
P3566,考察,KP26
P3566,考察,KP9
P3567,考察,KP19
P3567,考察,KP9
P3567,考察,KP8
P3567,考察,KP6
P3568,考察,KP2
P3568,考察,KP12
P3568,考察,KP21
P3568,考察,KP13
P3568,考察,KP5
P3569,考察,KP12
P3569,考察,KP3
P3569,考察,KP13
P3569,考察,KP20
P3570,考察,KP12
P3570,考察,KP3
P3570,考察,KP21
P3570,考察,KP7
P3570,考察,KP24
P3570,考察,KP9
P3570,考察,KP6
P3570,考察,KP17
P3571,考察,KP1
P3571,考察,KP4
P3571,考察,KP9
P3571,考察,KP5
P3571,考察,KP10
P3572,考察,KP23
P3572,考察,KP2
P3572,考察,KP9
P3572,考察,KP5
P3573,考察,KP23
P3573,考察,KP2
P3573,考察,KP5
P3574,考察,KP23
P3574,考察,KP28
P3574,考察,KP22
P3575,考察,KP23
P3575,考察,KP12
P3575,考察,KP9
P3575,考察,KP8
P3575,考察,KP11
P3575,考察,KP10
P3576,考察,KP2
P3576,考察,KP3
P3576,考察,KP20
P3576,考察,KP5
P3576,考察,KP8
P3576,考察,KP22
P3576,考察,KP6
P3576,考察,KP10
P3577,考察,KP1
P3577,考察,KP2
P3577,考察,KP12
P3577,考察,KP9
P3577,考察,KP11
P3578,考察,KP2
P3578,考察,KP5
P3579,考察,KP12
P3579,考察,KP9
P3580,考察,KP2
P3580,考察,KP12
P3580,考察,KP21
P3580,考察,KP9
P3580,考察,KP5
P3581,考察,KP23
P3581,考察,KP12
P3581,考察,KP9
P3581,考察,KP8
P3582,考察,KP1
P3582,考察,KP3
P3582,考察,KP4
P3582,考察,KP9
P3582,考察,KP10
P3583,考察,KP3
P3583,考察,KP9
P3583,考察,KP8
P3584,考察,KP8
P3585,考察,KP2
P3585,考察,KP3
P3586,考察,KP3
P3586,考察,KP17
P3587,考察,KP12
P3587,考察,KP13
P3587,考察,KP8
P3588,考察,KP1
P3588,考察,KP12
P3588,考察,KP28
P3589,考察,KP2
P3589,考察,KP21
P3589,考察,KP7
P3589,考察,KP22
P3589,考察,KP17
P3590,考察,KP23
P3590,考察,KP12
P3590,考察,KP4
P3590,考察,KP9
P3590,考察,KP8
P3591,考察,KP2
P3591,考察,KP3
P3591,考察,KP4
P3591,考察,KP9
P3591,考察,KP5
P3592,考察,KP2
P3592,考察,KP8
P3593,考察,KP2
P3593,考察,KP9
P3593,考察,KP5
P3594,考察,KP1
P3594,考察,KP3
P3594,考察,KP8
P3595,考察,KP1
P3595,考察,KP3
P3595,考察,KP9
P3595,考察,KP8
P3595,考察,KP6
P3596,考察,KP1
P3596,考察,KP3
P3596,考察,KP9
P3597,考察,KP21
P3597,考察,KP7
P3597,考察,KP5
P3598,考察,KP1
P3598,考察,KP2
P3598,考察,KP2
P3598,考察,KP8
P3599,考察,KP2
P3599,考察,KP12
P3599,考察,KP8
P3600,考察,KP9
P3600,考察,KP8
P3601,考察,KP32
P3601,考察,KP3
P3601,考察,KP31
P3601,考察,KP8
P3602,考察,KP32
P3602,考察,KP29
P3603,考察,KP32
P3603,考察,KP16
P3603,考察,KP3
P3604,考察,KP32
P3604,考察,KP3
P3604,考察,KP9
P3604,考察,KP22
P3605,考察,KP32
P3605,考察,KP32
P3605,考察,KP1
P3605,考察,KP3
P3606,考察,KP32
P3606,考察,KP3
P3606,考察,KP4
P3607,考察,KP32
P3607,考察,KP1
P3607,考察,KP9
P3608,考察,KP32
P3608,考察,KP1
P3608,考察,KP2
P3608,考察,KP8
P3609,考察,KP32
P3609,考察,KP9
P3610,考察,KP32
P3610,考察,KP8
P3611,考察,KP16
P3611,考察,KP4
P3611,考察,KP31
P3611,考察,KP8
P3612,考察,KP4
P3612,考察,KP9
P3612,考察,KP25
P3613,考察,KP2
P3613,考察,KP3
P3613,考察,KP13
P3613,考察,KP9
P3613,考察,KP5
P3613,考察,KP6
P3613,考察,KP10
P3614,考察,KP1
P3614,考察,KP2
P3614,考察,KP8
P3614,考察,KP22
P3615,考察,KP2
P3615,考察,KP12
P3615,考察,KP21
P3615,考察,KP13
P3615,考察,KP9
P3615,考察,KP5
P3615,考察,KP8
P3616,考察,KP8
P3616,考察,KP22
P3617,考察,KP5
P3617,考察,KP6
P3618,考察,KP16
P3618,考察,KP3
P3618,考察,KP21
P3618,考察,KP4
P3618,考察,KP17
P3619,考察,KP1
P3619,考察,KP2
P3619,考察,KP12
P3619,考察,KP4
P3619,考察,KP29
P3619,考察,KP13
P3619,考察,KP25
P3620,考察,KP1
P3620,考察,KP3
P3620,考察,KP4
P3621,考察,KP1
P3621,考察,KP28
P3622,考察,KP1
P3622,考察,KP28
P3623,考察,KP1
P3623,考察,KP19
P3623,考察,KP25
P3623,考察,KP6
P3624,考察,KP9
P3624,考察,KP5
P3625,考察,KP16
P3625,考察,KP3
P3625,考察,KP4
P3625,考察,KP6
P3626,考察,KP21
P3626,考察,KP4
P3626,考察,KP9
P3626,考察,KP17
P3627,考察,KP12
P3627,考察,KP13
P3627,考察,KP8
P3627,考察,KP22
P3628,考察,KP1
P3628,考察,KP2
P3628,考察,KP8
P3628,考察,KP22
P3629,考察,KP4
P3629,考察,KP5
P3629,考察,KP8
P3630,考察,KP2
P3630,考察,KP9
P3630,考察,KP8
P3630,考察,KP22
P3631,考察,KP3
P3631,考察,KP34
P3631,考察,KP17
P3632,考察,KP1
P3632,考察,KP28
P3633,考察,KP13
P3633,考察,KP25
P3634,考察,KP3
P3634,考察,KP7
P3634,考察,KP4
P3635,考察,KP3
P3635,考察,KP24
P3635,考察,KP5
P3635,考察,KP25
P3636,考察,KP2
P3636,考察,KP12
P3636,考察,KP9
P3636,考察,KP5
P3637,考察,KP5
P3637,考察,KP8
P3638,考察,KP8
P3639,考察,KP4
P3639,考察,KP9
P3639,考察,KP17
P3640,考察,KP3
P3640,考察,KP4
P3640,考察,KP9
P3641,考察,KP2
P3641,考察,KP12
P3641,考察,KP13
P3641,考察,KP9
P3641,考察,KP5
P3642,考察,KP2
P3642,考察,KP12
P3642,考察,KP9
P3643,考察,KP2
P3643,考察,KP9
P3643,考察,KP5
P3644,考察,KP9
P3644,考察,KP11
P3645,考察,KP9
P3645,考察,KP5
P3645,考察,KP6
P3646,考察,KP26
P3646,考察,KP9
P3646,考察,KP11
P3647,考察,KP4
P3647,考察,KP31
P3647,考察,KP8
P3647,考察,KP22
P3647,考察,KP27
P3648,考察,KP1
P3648,考察,KP23
P3648,考察,KP2
P3648,考察,KP3
P3648,考察,KP27
P3648,考察,KP17
P3649,考察,KP23
P3649,考察,KP12
P3650,考察,KP12
P3650,考察,KP3
P3650,考察,KP4
P3650,考察,KP9
P3650,考察,KP5
P3651,考察,KP12
P3651,考察,KP3
P3651,考察,KP4
P3651,考察,KP9
P3651,考察,KP5
P3652,考察,KP1
P3652,考察,KP28
P3652,考察,KP15
P3653,考察,KP5
P3653,考察,KP8
P3653,考察,KP6
P3654,考察,KP2
P3654,考察,KP4
P3654,考察,KP9
P3654,考察,KP8
P3655,考察,KP2
P3655,考察,KP9
P3656,考察,KP16
P3656,考察,KP31
P3656,考察,KP8
P3656,考察,KP27
P3657,考察,KP3
P3657,考察,KP9
P3658,考察,KP12
P3658,考察,KP21
P3658,考察,KP13
P3659,考察,KP12
P3659,考察,KP19
P3659,考察,KP9
P3659,考察,KP8
P3659,考察,KP6
P3660,考察,KP3
P3660,考察,KP9
P3661,考察,KP12
P3661,考察,KP8
P3661,考察,KP22
P3662,考察,KP3
P3662,考察,KP20
P3662,考察,KP6
P3662,考察,KP10
P3663,考察,KP1
P3663,考察,KP3
P3663,考察,KP4
P3664,考察,KP23
P3664,考察,KP3
P3664,考察,KP21
P3664,考察,KP13
P3664,考察,KP20
P3664,考察,KP6
P3664,考察,KP11
P3665,考察,KP21
P3665,考察,KP4
P3665,考察,KP24
P3665,考察,KP5
P3666,考察,KP4
P3666,考察,KP13
P3666,考察,KP9
P3667,考察,KP1
P3667,考察,KP2
P3667,考察,KP9
P3667,考察,KP8
P3668,考察,KP1
P3668,考察,KP12
P3668,考察,KP9
P3668,考察,KP8
P3669,考察,KP4
P3669,考察,KP8
P3669,考察,KP22
P3669,考察,KP6
P3670,考察,KP14
P3670,考察,KP2
P3670,考察,KP12
P3671,考察,KP16
P3671,考察,KP8
P3671,考察,KP6
P3672,考察,KP1
P3672,考察,KP4
P3672,考察,KP6
P3672,考察,KP10
P3673,考察,KP16
P3673,考察,KP13
P3673,考察,KP8
P3674,考察,KP2
P3674,考察,KP4
P3674,考察,KP8
P3675,考察,KP8
P3675,考察,KP22
P3676,考察,KP4
P3676,考察,KP8
P3676,考察,KP30
P3677,考察,KP12
P3677,考察,KP9
P3678,考察,KP3
P3678,考察,KP4
P3678,考察,KP9
P3678,考察,KP8
P3679,考察,KP2
P3679,考察,KP12
P3679,考察,KP3
P3679,考察,KP9
P3679,考察,KP5
P3679,考察,KP6
P3680,考察,KP1
P3680,考察,KP12
P3680,考察,KP9
P3680,考察,KP8
P3680,考察,KP22
P3681,考察,KP9
P3682,考察,KP16
P3682,考察,KP4
P3682,考察,KP31
P3682,考察,KP8
P3683,考察,KP29
P3683,考察,KP8
P3684,考察,KP13
P3684,考察,KP25
P3685,考察,KP3
P3685,考察,KP4
P3685,考察,KP5
P3685,考察,KP11
P3686,考察,KP12
P3686,考察,KP8
P3687,考察,KP2
P3687,考察,KP8
P3687,考察,KP22
P3687,考察,KP11
P3688,考察,KP9
P3688,考察,KP5
P3688,考察,KP8
P3688,考察,KP6
P3689,考察,KP21
P3689,考察,KP4
P3689,考察,KP13
P3689,考察,KP25
P3690,考察,KP2
P3690,考察,KP4
P3690,考察,KP35
P3690,考察,KP9
P3690,考察,KP6
P3691,考察,KP1
P3691,考察,KP3
P3691,考察,KP4
P3691,考察,KP6
P3691,考察,KP10
P3692,考察,KP4
P3692,考察,KP26
P3692,考察,KP9
P3692,考察,KP6
P3693,考察,KP4
P3693,考察,KP13
P3694,考察,KP4
P3694,考察,KP9
P3694,考察,KP8
P3695,考察,KP9
P3695,考察,KP8
P3696,考察,KP2
P3696,考察,KP9
P3696,考察,KP5
P3696,考察,KP8
P3697,考察,KP9
P3697,考察,KP8
P3697,考察,KP22
P3698,考察,KP7
P3699,考察,KP1
P3699,考察,KP16
P3699,考察,KP3
P3699,考察,KP4
P3699,考察,KP13
P3699,考察,KP5
P3699,考察,KP10
P3700,考察,KP12
P3700,考察,KP21
P3700,考察,KP35
P3700,考察,KP13
P3700,考察,KP9
P3701,考察,KP1
P3701,考察,KP2
P3701,考察,KP12
P3701,考察,KP28
P3702,考察,KP23
P3702,考察,KP13
P3702,考察,KP20
P3702,考察,KP8
P3702,考察,KP22
P3703,考察,KP1
P3703,考察,KP4
P3703,考察,KP9
P3703,考察,KP6
P3703,考察,KP10
P3704,考察,KP1
P3704,考察,KP3
P3704,考察,KP9
P3705,考察,KP23
P3705,考察,KP2
P3705,考察,KP20
P3705,考察,KP34
P3705,考察,KP11
P3705,考察,KP10
P3706,考察,KP2
P3706,考察,KP12
P3706,考察,KP8
P3706,考察,KP22
P3707,考察,KP4
P3707,考察,KP9
P3707,考察,KP5
P3707,考察,KP10
P3708,考察,KP4
P3708,考察,KP9
P3709,考察,KP12
P3709,考察,KP9
P3710,考察,KP9
P3710,考察,KP5
P3711,考察,KP3
P3711,考察,KP13
P3711,考察,KP5
P3712,考察,KP1
P3712,考察,KP9
P3712,考察,KP8
P3712,考察,KP22
P3713,考察,KP2
P3713,考察,KP5
P3714,考察,KP24
P3714,考察,KP13
P3714,考察,KP9
P3715,考察,KP19
P3715,考察,KP5
P3715,考察,KP8
P3716,考察,KP12
P3716,考察,KP9
P3716,考察,KP8
P3717,考察,KP1
P3717,考察,KP19
P3718,考察,KP19
P3718,考察,KP20
P3718,考察,KP22
P3719,考察,KP9
P3720,考察,KP1
P3720,考察,KP6
P3721,考察,KP3
P3721,考察,KP5
P3722,考察,KP3
P3722,考察,KP24
P3723,考察,KP3
P3723,考察,KP4
P3723,考察,KP9
P3724,考察,KP3
P3724,考察,KP21
P3724,考察,KP4
P3724,考察,KP17
P3725,考察,KP16
P3725,考察,KP4
P3725,考察,KP8
P3726,考察,KP12
P3726,考察,KP9
P3727,考察,KP2
P3727,考察,KP5
P3728,考察,KP12
P3728,考察,KP9
P3728,考察,KP8
P3729,考察,KP1
P3729,考察,KP3
P3729,考察,KP3
P3729,考察,KP28
P3730,考察,KP16
P3730,考察,KP4
P3730,考察,KP13
P3730,考察,KP9
P3730,考察,KP8
P3731,考察,KP16
P3731,考察,KP7
P3731,考察,KP20
P3731,考察,KP8
P3731,考察,KP34
P3731,考察,KP11
P3732,考察,KP23
P3732,考察,KP21
P3732,考察,KP24
P3732,考察,KP13
P3732,考察,KP9
P3732,考察,KP8
P3732,考察,KP6
P3733,考察,KP23
P3733,考察,KP2
P3733,考察,KP8
P3734,考察,KP3
P3734,考察,KP9
P3734,考察,KP6
P3734,考察,KP17
P3735,考察,KP4
P3735,考察,KP9
P3735,考察,KP11
P3736,考察,KP4
P3736,考察,KP9
P3737,考察,KP2
P3737,考察,KP19
P3737,考察,KP8
P3738,考察,KP3
P3738,考察,KP17
P3739,考察,KP23
P3739,考察,KP4
P3739,考察,KP8
P3740,考察,KP12
P3740,考察,KP21
P3740,考察,KP24
P3740,考察,KP13
P3740,考察,KP5
P3740,考察,KP6
P3740,考察,KP17
P3741,考察,KP1
P3741,考察,KP12
P3741,考察,KP9
P3741,考察,KP10
P3742,考察,KP5
P3743,考察,KP23
P3743,考察,KP12
P3743,考察,KP9
P3744,考察,KP1
P3744,考察,KP8
P3745,考察,KP1
P3745,考察,KP3
P3745,考察,KP9
P3746,考察,KP1
P3746,考察,KP16
P3746,考察,KP5
P3746,考察,KP8
P3746,考察,KP6
P3746,考察,KP10
P3747,考察,KP1
P3747,考察,KP16
P3747,考察,KP8
P3747,考察,KP6
P3747,考察,KP10
P3748,考察,KP9
P3748,考察,KP8
P3748,考察,KP22
P3749,考察,KP2
P3749,考察,KP9
P3749,考察,KP8
P3750,考察,KP4
P3750,考察,KP5
P3750,考察,KP11
P3751,考察,KP5
P3751,考察,KP10
P3752,考察,KP12
P3752,考察,KP4
P3752,考察,KP9
P3753,考察,KP2
P3753,考察,KP13
P3753,考察,KP9
P3753,考察,KP5
P3753,考察,KP8
P3754,考察,KP1
P3754,考察,KP2
P3754,考察,KP3
P3754,考察,KP7
P3754,考察,KP5
P3754,考察,KP6
P3755,考察,KP4
P3755,考察,KP8
P3755,考察,KP27
P3756,考察,KP2
P3756,考察,KP4
P3756,考察,KP5
P3757,考察,KP12
P3757,考察,KP9
P3758,考察,KP4
P3758,考察,KP8
P3759,考察,KP8
P3759,考察,KP27
P3760,考察,KP3
P3760,考察,KP17
P3761,考察,KP3
P3761,考察,KP26
P3762,考察,KP3
P3762,考察,KP13
P3762,考察,KP9
P3763,考察,KP8
P3763,考察,KP30
P3764,考察,KP4
P3765,考察,KP8
P3765,考察,KP22
P3766,考察,KP4
P3766,考察,KP9
P3767,考察,KP3
P3767,考察,KP4
P3768,考察,KP4
P3768,考察,KP9
P3769,考察,KP2
P3769,考察,KP12
P3769,考察,KP29
P3769,考察,KP19
P3769,考察,KP9
P3769,考察,KP5
P3769,考察,KP8
P3769,考察,KP15
P3770,考察,KP4
P3770,考察,KP9
P3770,考察,KP6
P3771,考察,KP12
P3771,考察,KP26
P3771,考察,KP8
P3772,考察,KP12
P3772,考察,KP8
P3773,考察,KP8
P3773,考察,KP22
P3774,考察,KP1
P3774,考察,KP3
P3774,考察,KP9
P3774,考察,KP10
P3775,考察,KP16
P3775,考察,KP21
P3775,考察,KP13
P3775,考察,KP17
P3776,考察,KP12
P3776,考察,KP8
P3776,考察,KP22
P3777,考察,KP9
P3777,考察,KP5
P3778,考察,KP5
P3779,考察,KP12
P3779,考察,KP27
P3780,考察,KP4
P3781,考察,KP1
P3781,考察,KP21
P3781,考察,KP4
P3781,考察,KP9
P3781,考察,KP17
P3782,考察,KP2
P3782,考察,KP12
P3782,考察,KP9
P3782,考察,KP8
P3782,考察,KP27
P3783,考察,KP9
P3783,考察,KP5
P3784,考察,KP12
P3784,考察,KP5
P3785,考察,KP5
P3786,考察,KP3
P3786,考察,KP21
P3786,考察,KP9
P3786,考察,KP17
P3787,考察,KP12
P3787,考察,KP9
P3788,考察,KP2
P3788,考察,KP4
P3788,考察,KP9
P3788,考察,KP6
P3788,考察,KP10
P3789,考察,KP16
P3789,考察,KP4
P3789,考察,KP8
P3790,考察,KP9
P3791,考察,KP1
P3791,考察,KP9
P3791,考察,KP8
P3791,考察,KP6
P3792,考察,KP8
P3793,考察,KP12
P3793,考察,KP26
P3794,考察,KP23
P3794,考察,KP12
P3794,考察,KP28
P3794,考察,KP8
P3795,考察,KP23
P3795,考察,KP12
P3795,考察,KP28
P3795,考察,KP8
P3796,考察,KP26
P3796,考察,KP19
P3796,考察,KP8
P3797,考察,KP4
P3797,考察,KP9
P3797,考察,KP20
P3797,考察,KP5
P3797,考察,KP11
P3798,考察,KP4
P3798,考察,KP9
P3798,考察,KP5
P3798,考察,KP11
P3799,考察,KP9
P3799,考察,KP8
P3800,考察,KP16
P3800,考察,KP5
P3800,考察,KP8
P3801,考察,KP16
P3801,考察,KP31
P3801,考察,KP8
P3802,考察,KP23
P3802,考察,KP4
P3802,考察,KP17
P3803,考察,KP12
P3803,考察,KP9
P3804,考察,KP12
P3804,考察,KP21
P3804,考察,KP13
P3804,考察,KP25
P3805,考察,KP1
P3805,考察,KP3
P3805,考察,KP9
P3805,考察,KP5
P3805,考察,KP10
P3806,考察,KP12
P3806,考察,KP8
P3807,考察,KP12
P3807,考察,KP8
P3808,考察,KP2
P3808,考察,KP19
P3808,考察,KP9
P3809,考察,KP12
P3809,考察,KP6
P3810,考察,KP9
P3810,考察,KP8
P3811,考察,KP12
P3811,考察,KP8
P3812,考察,KP1
P3812,考察,KP3
P3812,考察,KP19
P3813,考察,KP12
P3813,考察,KP21
P3814,考察,KP3
P3814,考察,KP9
P3814,考察,KP10
P3815,考察,KP3
P3815,考察,KP9
P3816,考察,KP1
P3816,考察,KP23
P3816,考察,KP3
P3816,考察,KP7
P3816,考察,KP4
P3816,考察,KP17
P3817,考察,KP4
P3817,考察,KP11
P3818,考察,KP12
P3818,考察,KP9
P3818,考察,KP6
P3819,考察,KP9
P3819,考察,KP8
P3820,考察,KP9
P3820,考察,KP6
P3821,考察,KP2
P3821,考察,KP21
P3821,考察,KP4
P3821,考察,KP28
P3821,考察,KP17
P3822,考察,KP12
P3822,考察,KP4
P3822,考察,KP19
P3823,考察,KP3
P3823,考察,KP21
P3823,考察,KP24
P3823,考察,KP13
P3824,考察,KP16
P3824,考察,KP8
P3824,考察,KP6
P3825,考察,KP2
P3825,考察,KP8
P3825,考察,KP22
P3826,考察,KP2
P3826,考察,KP8
P3826,考察,KP10
P3827,考察,KP1
P3827,考察,KP9
P3827,考察,KP6
P3828,考察,KP4
P3828,考察,KP9
P3828,考察,KP8
P3828,考察,KP6
P3829,考察,KP12
P3829,考察,KP8
P3830,考察,KP26
P3830,考察,KP28
P3831,考察,KP1
P3831,考察,KP12
P3831,考察,KP21
P3831,考察,KP4
P3831,考察,KP9
P3831,考察,KP17
P3832,考察,KP3
P3832,考察,KP7
P3832,考察,KP4
P3832,考察,KP9
P3833,考察,KP21
P3833,考察,KP13
P3833,考察,KP9
P3833,考察,KP25
P3834,考察,KP16
P3834,考察,KP3
P3834,考察,KP24
P3834,考察,KP9
P3834,考察,KP5
P3835,考察,KP12
P3835,考察,KP4
P3835,考察,KP9
P3836,考察,KP9
P3836,考察,KP8
P3837,考察,KP5
P3837,考察,KP8
P3838,考察,KP23
P3838,考察,KP3
P3838,考察,KP26
P3838,考察,KP17
P3839,考察,KP16
P3839,考察,KP4
P3839,考察,KP31
P3840,考察,KP1
P3840,考察,KP3
P3840,考察,KP7
P3840,考察,KP9
P3840,考察,KP5
P3841,考察,KP12
P3841,考察,KP3
P3841,考察,KP13
P3842,考察,KP12
P3842,考察,KP13
P3842,考察,KP9
P3842,考察,KP5
P3843,考察,KP12
P3843,考察,KP5
P3844,考察,KP28
P3844,考察,KP27
P3844,考察,KP17
P3845,考察,KP1
P3845,考察,KP23
P3845,考察,KP2
P3845,考察,KP12
P3845,考察,KP7
P3845,考察,KP10
P3846,考察,KP23
P3846,考察,KP12
P3846,考察,KP8
P3847,考察,KP14
P3847,考察,KP18
P3847,考察,KP12
P3847,考察,KP31
P3847,考察,KP29
P3848,考察,KP12
P3848,考察,KP3
P3848,考察,KP9
P3848,考察,KP6
P3849,考察,KP12
P3849,考察,KP5
P3850,考察,KP3
P3850,考察,KP34
P3850,考察,KP11
P3850,考察,KP17
P3851,考察,KP16
P3851,考察,KP4
P3851,考察,KP8
P3851,考察,KP10
P3852,考察,KP1
P3852,考察,KP12
P3852,考察,KP3
P3852,考察,KP4
P3852,考察,KP5
P3853,考察,KP13
P3853,考察,KP9
P3853,考察,KP25
P3853,考察,KP17
P3854,考察,KP4
P3854,考察,KP29
P3854,考察,KP35
P3854,考察,KP9
P3854,考察,KP8
P3854,考察,KP6
P3855,考察,KP12
P3855,考察,KP9
P3856,考察,KP2
P3856,考察,KP12
P3856,考察,KP9
P3856,考察,KP8
P3857,考察,KP16
P3857,考察,KP8
P3857,考察,KP22
P3858,考察,KP1
P3858,考察,KP3
P3858,考察,KP10
